species,INDIV,CollPreNo,locality,region,County,sex,age,mass_g,SVL_cm,TL_cm,baseline_ms,MAMU,allele_a,allele_b
Thamnophis sirtalis,VK2,EDBJR 22233,Santa Lucia,south_bay,NA,NA,neonate,2.07,17.1,NA,0.3638,NA,WT,WT
Thamnophis sirtalis,VK3,EDBJR 22234,Santa Lucia,south_bay,NA,NA,neonate,3.27,18.3,NA,0.3312,NA,WT,WT
Thamnophis sirtalis,VK4,EDBJR 22235,Santa Lucia,south_bay,NA,NA,neonate,2.93,19.5,NA,0.3358,NA,WT,WT
Thamnophis sirtalis,VK5,EDBJR 22236,Santa Lucia,south_bay,NA,NA,neonate,3.52,21,NA,0.4403,NA,WT,WT
Thamnophis sirtalis,XK1,EDBJR 22955,Carmel Valley,south_bay,NA,NA,neonate,2.55,21.6,NA,0.4854,50,LVNV,LVNV
Thamnophis sirtalis,XK14,EDBJR 22965,Carmel Valley,south_bay,NA,NA,neonate,2.95,21.7,NA,0.5087,15,WT,WT
Thamnophis sirtalis,XK17,EDBJR 22966,Carmel Valley,south_bay,NA,NA,neonate,3,21.8,NA,0.4706,50,LVNV,LVNV
Thamnophis sirtalis,XK24,EDBJR 22970,Carmel Valley,south_bay,NA,NA,neonate,2.69,20,NA,0.5203,18,WT,WT
Thamnophis sirtalis,XK25,EDBJR 22971,Carmel Valley,south_bay,NA,NA,neonate,3.26,21.9,NA,0.5233,50,LVNV,LVNV
Thamnophis sirtalis,XK3,EDBJR 22957,Carmel Valley,south_bay,NA,NA,neonate,2.13,20,NA,0.3128,50,LVNV,LVNV
Thamnophis sirtalis,XK5,EDBJR 22958,Carmel Valley,south_bay,NA,NA,neonate,1.87,19.9,NA,0.3722,50,LVNV,LVNV
Thamnophis sirtalis,XK7,EDBJR 22960,Carmel Valley,south_bay,NA,NA,neonate,2.77,21.3,NA,0.3945,50,LVNV,LVNV
Thamnophis sirtalis,XK8,EDBJR 22961,Carmel Valley,south_bay,NA,NA,neonate,2.95,21.9,NA,0.4348,50,LVNV,LVNV
Thamnophis sirtalis,XK9,EDBJR 22962,Carmel Valley,south_bay,NA,NA,neonate,2.67,20.8,NA,0.4296,50,LVNV,LVNV
Thamnophis sirtalis,NA,CRF 3642,Galbreath,north_bay,NA,M,subadult,17,38,NA,0.6906,378.877,NA,NA
Thamnophis sirtalis,NA,CRF 3643,Galbreath,nor_coast,NA,M,subadult,15,31,NA,0.581,1744.418,NA,NA
Thamnophis sirtalis,NA,CRF 3644,Galbreath,nor_coast,NA,M,subadult,17,34,NA,0.762,81.692,NA,NA
Thamnophis sirtalis,NA,CRF 3645,Galbreath,nor_coast,NA,F,adult,21,34,NA,0.6356,99.817,NA,NA
Thamnophis sirtalis,NA,CRF 3646,Galbreath,nor_coast,NA,F,adult,34,41,NA,0.7902,109.07,NA,NA
Thamnophis sirtalis,NA,CRF 3647,Galbreath,nor_coast,NA,M,adult,27,39,NA,0.8709,191.137,NA,NA
Thamnophis sirtalis,NA,CRF 3648,Galbreath,nor_coast,NA,M,adult,20,35,NA,0.7536,75.448,NA,NA
Thamnophis sirtalis,NA,CRF 3649,Galbreath,nor_coast,NA,F,adult,73,49.5,NA,0.8141,490.543,NA,NA
Thamnophis sirtalis,NA,CRF 3662,Cold Stream,sierra,NA,F,adult,45,50.5,NA,0.9581,2.008,NA,NA
Thamnophis sirtalis,NA,CRF 3663,Cold Stream,sierra,NA,F,adult,45,46,NA,0.6452,1.573,NA,NA
Thamnophis sirtalis,NA,CRF 3670,Cold Stream,sierra,NA,M,adult,24,39,NA,0.689,3.006,NA,NA
Thamnophis sirtalis,NA,CRF 3671,Cold Stream,sierra,NA,F,subadult,16,32,NA,0.7671,3.628,NA,NA
Thamnophis sirtalis,NA,CRF 3672,Cold Stream,sierra,NA,M,adult,20,36.5,NA,0.8297,5.22,NA,NA
Thamnophis sirtalis,NA,CRF 3673,Cold Stream,sierra,NA,M,subadult,9,29.5,NA,0.6562,1.824,NA,NA
Thamnophis sirtalis,NA,CRF 3674,Cold Stream,sierra,NA,F,adult,27,42,NA,0.7972,32.158,NA,NA
Thamnophis sirtalis,NA,CRF 3684,Cold Stream,sierra,NA,F,adult,34,43,NA,0.8325,3.216,NA,NA
Thamnophis sirtalis,NA,CRF 3685,Cold Stream,sierra,NA,F,subadult,15,36,NA,0.7815,5.418,NA,NA
Thamnophis sirtalis,NA,CRF 3686,Cold Stream,sierra,NA,F,adult,42,46,NA,0.732,4.417,NA,NA
Thamnophis sirtalis,NA,CRF 3687,Cold Stream,sierra,NA,F,adult,36,42,NA,0.6266,5.873,NA,NA
Thamnophis sirtalis,NA,CRF 3688,Cold Stream,sierra,NA,M,subadult,13,31.5,NA,0.5241,3.363,NA,NA
Thamnophis sirtalis,NA,CRF 3696,Yuba Gap,sierra,NA,F,adult,60,52,NA,0.7392,NA,NA,NA
Thamnophis sirtalis,NA,CRF 3697,Yuba Gap,sierra,NA,F,adult,60,55,NA,0.9918,8.061,NA,NA
Thamnophis sirtalis,NA,CRF 3698,Yuba Gap,sierra,NA,F,adult,43,47,NA,0.9456,41.748,NA,NA
Thamnophis sirtalis,NA,CRF3184,Watson Lk.,sierra,NA,F,adult,97,60.5,NA,0.741,10.76,WT,WT
Thamnophis sirtalis,NA,CRF3185,Watson Lk.,sierra,NA,F,adult,91,61.5,NA,0.8425,2.79,WT,WT
Thamnophis sirtalis,NA,CRF3186,Watson Lk.,sierra,NA,F,adult,84,55.5,NA,0.6412,1.99,WT,WT
Thamnophis sirtalis,NA,CRF3342,Watson Lk.,sierra,NA,M,adult,34,43.5,NA,0.9698,8.62,WT,WT
Thamnophis sirtalis,NA,CRF3343,Watson Lk.,sierra,NA,F,subadult,11,31,NA,0.7727,3.2,WT,WT
Thamnophis sirtalis,NA,CRF3478,Cold Stream,sierra,NA,F,adult,30,43.5,NA,0.9236,NA,WT,WT
Thamnophis sirtalis,NA,CRF3479,Cold Stream,sierra,NA,F,adult,22,40,NA,0.7693,NA,WT,WT
Thamnophis sirtalis,NA,CRF3480,Cold Stream,sierra,NA,F,adult,59,48,NA,0.4749,NA,WT,WT
Thamnophis sirtalis,NA,CRF3481,Cold Stream,sierra,NA,M,adult,30,44,NA,0.629,NA,WT,WT
Thamnophis sirtalis,NA,CRF3482,Cold Stream,sierra,NA,F,adult,21,37,NA,0.7972,NA,WT,WT
Thamnophis sirtalis,NA,CRF3483,Cold Stream,sierra,NA,NA,adult,27,43.5,NA,0.8005,NA,WT,WT
Thamnophis sirtalis,NA,CRF3484,Cold Stream,sierra,NA,M,adult,30,42,NA,0.7266,NA,WT,WT
Thamnophis sirtalis,NA,CRF3485,Cold Stream,sierra,NA,F,adult,27,43.5,NA,0.4882,NA,WT,WT
Thamnophis sirtalis,NA,CRF3486,Cold Stream,sierra,NA,M,adult,43,50,NA,0.7996,NA,WT,WT
Thamnophis sirtalis,NA,CRF3487,Cold Stream,sierra,NA,M,adult,21,39.5,NA,0.4417,NA,WT,WT
Thamnophis sirtalis,NA,CRF3488,Cold Stream,sierra,NA,M,adult,24,40.5,NA,0.9236,NA,WT,WT
Thamnophis sirtalis,NA,CRF3489,Cold Stream,sierra,NA,M,adult,38,49,NA,0.9236,NA,WT,WT
Thamnophis sirtalis,NA,CRF3490,Cold Stream,sierra,NA,F,adult,33,44,NA,0.8128,NA,WT,WT
Thamnophis sirtalis,NA,CRF3491,Cold Stream,sierra,NA,F,adult,27,39.5,NA,0.8141,NA,WT,WT
Thamnophis sirtalis,NA,JSR004,Watson Lk.,sierra,NA,F,adult,123,67.5,NA,0.6938,4.1,WT,WT
Thamnophis sirtalis,NA,JSR014,Hog Lk.,north_bay,NA,F,adult,63,55.5,NA,0.8835,3690.55,LVNV,LVNV
Thamnophis sirtalis,NA,JSR015,Hog Lk.,north_bay,NA,M,adult,40,49.5,NA,0.7972,285.33,LVNV,LVNV
Thamnophis sirtalis,NA,JSR016,Hog Lk.,north_bay,NA,M,adult,39,46.5,NA,0.8425,147.15,LVNV,LVNV
Thamnophis sirtalis,NA,JSR017,Hog Lk.,north_bay,NA,M,adult,23,40,NA,0.7185,132.5,LVNV,LVNV
Thamnophis sirtalis,NA,JSR018,Hog Lk.,north_bay,NA,M,adult,35,43,NA,0.9371,79.86,LVNV,WT
Thamnophis sirtalis,NA,JSR019,Hog Lk.,north_bay,NA,M,adult,38,45,NA,0.6654,326.6,LVNV,LVNV
Thamnophis sirtalis,NA,JSR020,Hog Lk.,north_bay,NA,M,adult,46,47,NA,0.6774,2661.7,LVNV,LVNV
Thamnophis sirtalis,NA,JSR021,Hog Lk.,north_bay,NA,F,adult,26,39,NA,1.005,85.2,LVNV,LVNV
Thamnophis sirtalis,NA,JSR022,Hog Lk.,north_bay,NA,M,adult,33,45.5,NA,0.8128,186.1,LVNV,WT
Thamnophis sirtalis,NA,JSR023,Hog Lk.,north_bay,NA,M,subadult,19,39,NA,0.7511,262.35,LVNV,LVNV
Thamnophis sirtalis,NA,JSR024,Watson Lk.,sierra,NA,F,subadult,19,38.5,NA,0.6773,3.05,WT,WT
Thamnophis sirtalis,NA,JSR025,Watson Lk.,sierra,NA,M,adult,22,38,NA,0.8594,8.74,WT,WT
Thamnophis sirtalis,NA,JSR027,Watson Lk.,sierra,NA,M,adult,36,44,NA,0.8709,12.17,WT,WT
Thamnophis sirtalis,NA,VLT123,Watson Lk.,sierra,NA,F,adult,45,50.5,NA,0.635,NA,WT,WT
Thamnophis sirtalis,NA,VLT125,Watson Lk.,sierra,NA,F,adult,137,62.5,NA,0.7815,NA,WT,WT
Thamnophis sirtalis,NA,VLT126,Hog Lk.,north_bay,NA,M,adult,43,45.5,NA,0.8682,NA,LVNV,LVNV
Thamnophis sirtalis,NA,VLT127,Hog Lk.,north_bay,NA,NA,adult,20,38,NA,0.6562,NA,LVNV,LVNV
Thamnophis sirtalis,NA,VLT128,Hog Lk.,north_bay,NA,M,adult,46,48.5,NA,0.8988,NA,LVNV,LVNV
Thamnophis sirtalis,NA,Warr_ZM1,Warrenton,PNW,NA,NA,neonate,2.3,NA,NA,0.2982,24.405,V,V
Thamnophis sirtalis,NA,Warr_ZN1,Warrenton,PNW,NA,NA,neonate,2.3,NA,NA,0.3088,20.156,V,V
Thamnophis sirtalis,NA,Warr_ZO1,Warrenton,PNW,NA,NA,neonate,3.1,NA,NA,0.3715,30.911,V,V
Thamnophis sirtalis,NA,Warr_ZP1,Warrenton,PNW,NA,NA,neonate,2.5,NA,NA,0.3647,19.072,V,V
Thamnophis sirtalis,NA,Warr_ZQ1,Warrenton,PNW,NA,NA,neonate,2.3,NA,NA,0.2678,18.368,V,V
